,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
293,Antioquia,Liborina,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
297,Santander,Malaga,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
298,Santander,Cimitarra,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,1,,2015,
300,Antioquia,Abriaqui,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
301,Santander,Carcasi,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
302,Antioquia,Puerto Berrio,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,2,,2015,
303,Santander,Jordan,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
304,Boyaca,Guican,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
305,Antioquia,Giraldo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
306,Santander,Barichara,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
307,Santander,Enciso,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
309,Arauca,Cravo Norte,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
311,Santander,San Jose De Miranda,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
312,Antioquia,Entrerrios,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
314,Arauca,Puerto Rondon,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,1,,2015,
315,Antioquia,Olaya,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
317,Santander,Cabrera,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
318,Santander,San Gil,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
319,Antioquia,Maceo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
320,Santander,Mogotes,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
321,Santander,Hato,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
322,Antioquia,Sopetran,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
323,Santander,San Miguel,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
325,Antioquia,Cisneros,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
326,Santander,Macaravita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
327,Boyaca,Covarachia,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
328,Antioquia,Don Matias,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
329,Antioquia,Santo Domingo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
330,Santander,Pinchote,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
331,Santander,Palmar,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
332,Santander,San Joaquin,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
333,Santander,Onzaga,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
334,Antioquia,San Roque,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
337,Santander,Socorro,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
339,Antioquia,Barbosa,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
342,Antioquia,San Jeronimo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
343,Santander,Santa Helena Del Opon,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
346,Santander,Valle De San Jose,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
348,Santander,Chima,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
349,Boyaca,Panqueba,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
352,Antioquia,Concepcion,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
353,Antioquia,Girardota,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
354,Boyaca,Boavita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
359,Antioquia,Anza,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
361,Boyaca,El Cocuy,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
362,Antioquia,San Rafael,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
363,Santander,Confines,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
364,Santander,Ocamonte,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
367,Santander,Coromoro,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
369,Santander,La Paz,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
370,Santander,Charala,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
371,Boyaca,Soata,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
372,Santander,Guapota,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
373,Antioquia,Pe¥Ol,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
374,Boyaca,La Uvita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
375,Santander,Oiba,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
376,Antioquia,San Carlos,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,2,,2015,
377,Antioquia,Guarne,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
378,Santander,El Guacamayo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
379,Vichada,Puerto Carre¥O,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
380,Santander,Guadalupe,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
381,Antioquia,Guatape,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
382,Antioquia,Betulia,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
383,Antioquia,Heliconia,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
384,Boyaca,Chita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
386,Santander,Bolivar,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
387,Antioquia,Puerto Nare,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
390,Antioquia,Marinilla,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
392,Antioquia,Rionegro,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
396,Santander,Aguada,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
399,Vichada,La Primavera,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
400,Antioquia,Angelopolis,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
401,Santander,Encino,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
402,Antioquia,La Estrella,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
403,Santander,Suaita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
405,Santander,El Pe¥On,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
407,Antioquia,Sabaneta,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
409,Boyaca,Sativanorte,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
410,Santander,San Benito,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
411,Boyaca,Tutaza,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
412,Antioquia,Titiribi,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
415,Boyaca,Socota,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
418,Casanare,Sacama,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
420,Antioquia,Cocorna,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
421,Casanare,Paz De Ariporo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
423,Antioquia,Amaga,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
426,Boyaca,Paz De Rio,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
427,Antioquia,La Ceja,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
428,Boyaca,Socha,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
429,Antioquia,La Union,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
431,Boyaca,Chitaraque,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
432,Boyaca,San Jose De Pare,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
433,Antioquia,Puerto Triunfo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
434,Casanare,Tamara,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
435,Santander,Gambita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
437,Santander,Barbosa,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
438,Santander,La Belleza,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
439,Antioquia,Santa Barbara,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
442,Boyaca,Paipa,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
443,Boyaca,Duitama,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
445,Antioquia,Fredonia,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
446,Boyaca,Santa Rosa De Viterbo,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
447,Antioquia,San Francisco,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
449,Boyaca,Togui,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
450,Boyaca,Moniquira,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
451,Antioquia,Tarso,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
453,Antioquia,Ciudad Bolivar,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,1,,2015,
454,Santander,Puente Nacional,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
455,Antioquia,Abejorral,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
456,Antioquia,Sonson,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
457,Santander,Jesus Maria,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
458,Boyaca,Floresta,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
459,Boyaca,Otanche,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
461,Antioquia,Jerico,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
462,Santander,Florian,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
463,Santander,Albania,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
464,Boyaca,Corrales,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
466,Boyaca,Busbanza,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
467,Boyaca,Pisba,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
468,Antioquia,La Pintada,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
469,Boyaca,Arcabuco,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
470,Cundinamarca,Yacopi,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
471,Boyaca,Gameza,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
472,Casanare,Pore,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
473,Antioquia,Hispania,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
476,Antioquia,Tamesis,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
479,Boyaca,Combita,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
481,Boyaca,Tibasosa,Elaboración Propia Del Cnmh. Informe La Palabra Y El Silencio. La Violencia Contra Periodistas En Colombia.,0,,2015,
